sale_date,class_id,sale_quantity
201502,354068,774
201503,354068,533
201504,354068,451
201505,354068,532
201506,354068,422
201507,354068,396
201508,354068,534
201509,354068,596
201510,354068,652
201511,354068,568
201512,354068,653
201601,354068,809
201602,354068,350
201603,354068,330
201604,354068,533
201605,354068,496
201606,354068,386
201607,354068,468
201608,354068,552
201609,354068,901
201610,354068,736
201611,354068,1077
201612,354068,1601
201701,354068,442
201702,354068,552
201703,354068,634
201704,354068,469
201705,354068,579
201706,354068,525
201707,354068,846
201708,354068,607
201709,354068,920
201710,354068,460
201309,356986,84
201310,356986,91
201311,356986,210
201312,356986,196
201401,356986,301
201402,356986,196
201403,356986,147
201404,356986,203
201405,356986,217
201406,356986,238
201407,356986,308
201408,356986,140
201409,356986,266
201410,356986,203
201411,356986,217
201412,356986,287
201501,356986,462
201502,356986,273
201503,356986,287
201504,356986,287
201505,356986,350
201506,356986,322
201507,356986,287
201508,356986,273
201509,356986,427
201510,356986,490
201511,356986,434
201512,356986,364
201601,356986,658
201602,356986,336
201603,356986,371
201604,356986,336
201605,356986,294
201606,356986,245
201607,356986,280
201608,356986,392
201609,356986,231
201610,356986,441
201611,356986,245
201612,356986,518
201701,356986,259
201702,356986,189
201703,356986,315
201704,356986,238
201705,356986,364
201706,356986,364
201707,356986,532
201708,356986,336
201709,356986,623
201710,356986,476
201709,359378,16
201710,359378,64
201401,360648,122
201402,360648,112
201403,360648,217
201404,360648,254
201405,360648,160
201406,360648,121
201407,360648,186
201408,360648,112
201409,360648,188
201410,360648,121
201411,360648,103
201412,360648,140
201501,360648,272
201502,360648,140
201503,360648,178
201504,360648,140
201505,360648,113
201506,360648,206
201507,360648,131
201508,360648,104
201509,360648,140
201510,360648,178
201511,360648,160
201512,360648,169
201601,360648,160
201602,360648,122
201603,360648,169
201604,360648,253
201605,360648,103
201606,360648,103
201607,360648,75
201608,360648,85
201609,360648,141
201610,360648,150
201611,360648,169
201612,360648,216
201701,360648,132
201702,360648,132
201703,360648,75
201704,360648,122
201705,360648,94
201706,360648,103
201707,360648,169
201708,360648,169
201709,360648,150
201710,360648,160
201709,376193,133
201710,376193,90
201603,378356,89
201604,378356,282
201605,378356,385
201606,378356,289
201607,378356,370
201608,378356,422
201609,378356,555
201610,378356,614
201611,378356,600
201612,378356,807
201701,378356,563
201702,378356,370
201703,378356,451
201704,378356,444
201705,378356,384
201706,378356,319
201707,378356,362
201708,378356,385
201709,378356,422
201710,378356,422
201611,378536,14
201612,378536,154
201701,378536,56
201702,378536,49
201703,378536,63
201704,378536,70
201705,378536,98
201706,378536,112
201707,378536,98
201708,378536,84
201709,378536,105
201710,378536,105
201609,379265,292
201610,379265,612
201611,379265,483
201612,379265,904
201701,379265,741
201702,379265,517
201703,379265,455
201704,379265,381
201705,379265,415
201706,379265,231
201707,379265,191
201708,379265,176
201709,379265,273
201710,379265,314
201201,379876,245
201202,379876,154
201203,379876,133
201204,379876,63
201205,379876,140
201206,379876,98
201207,379876,119
201208,379876,161
201209,379876,147
201210,379876,252
201211,379876,245
201212,379876,154
201301,379876,378
201302,379876,245
201303,379876,224
201304,379876,126
201305,379876,238
201306,379876,126
201307,379876,140
201308,379876,231
201309,379876,203
201310,379876,294
201311,379876,126
201312,379876,315
201401,379876,483
201402,379876,161
201403,379876,105
201404,379876,238
201405,379876,133
201406,379876,147
201407,379876,182
201408,379876,245
201409,379876,357
201410,379876,322
201411,379876,273
201412,379876,224
201501,379876,371
201502,379876,203
201503,379876,182
201504,379876,168
201505,379876,189
201506,379876,154
201507,379876,161
201508,379876,105
201509,379876,140
201510,379876,175
201511,379876,140
201512,379876,133
201601,379876,343
201602,379876,140
201603,379876,126
201604,379876,182
201605,379876,189
201606,379876,147
201607,379876,119
201608,379876,105
201609,379876,147
201610,379876,252
201611,379876,224
201612,379876,329
201701,379876,119
201702,379876,119
201703,379876,140
201704,379876,175
201705,379876,189
201706,379876,77
201707,379876,70
201708,379876,140
201709,379876,140
201710,379876,133
201201,384924,738
201202,384924,496
201203,384924,570
201204,384924,537
201205,384924,571
201206,384924,436
201207,384924,621
201208,384924,469
201209,384924,672
201210,384924,662
201211,384924,496
201212,384924,537
201301,384924,789
201302,384924,436
201303,384924,403
201304,384924,470
201305,384924,664
201306,384924,277
201307,384924,402
201308,384924,487
201309,384924,581
201310,384924,421
201311,384924,605
201312,384924,370
201401,384924,822
201402,384924,512
201403,384924,386
201404,384924,437
201405,384924,344
201406,384924,293
201407,384924,344
201408,384924,285
201409,384924,537
201410,384924,395
201411,384924,403
201412,384924,445
201501,384924,696
201502,384924,503
201503,384924,495
201504,384924,327
201505,384924,478
201506,384924,353
201507,384924,403
201508,384924,345
201509,384924,462
201510,384924,504
201511,384924,764
201512,384924,403
201601,384924,966
201602,384924,571
201603,384924,252
201604,384924,176
201605,384924,177
201606,384924,176
201607,384924,286
201608,384924,353
201609,384924,378
201610,384924,470
201611,384924,538
201612,384924,1034
201701,384924,580
201702,384924,387
201703,384924,689
201704,384924,596
201705,384924,764
201706,384924,680
201707,384924,697
201708,384924,773
201709,384924,705
201710,384924,765
201608,392593,8
201609,392593,108
201610,392593,223
201611,392593,339
201612,392593,401
201701,392593,239
201702,392593,115
201703,392593,200
201704,392593,231
201705,392593,146
201706,392593,261
201707,392593,284
201708,392593,162
201709,392593,239
201710,392593,193
201201,395234,102
201202,395234,130
201203,395234,224
201204,395234,47
201205,395234,168
201206,395234,74
201207,395234,121
201208,395234,102
201209,395234,140
201210,395234,139
201211,395234,130
201212,395234,84
201301,395234,335
201302,395234,167
201303,395234,112
201304,395234,121
201305,395234,103
201306,395234,103
201307,395234,84
201308,395234,140
201309,395234,149
201310,395234,102
201311,395234,112
201312,395234,121
201401,395234,233
201402,395234,84
201403,395234,47
201404,395234,83
201405,395234,74
201406,395234,37
201407,395234,139
201408,395234,83
201409,395234,46
201410,395234,84
201411,395234,56
201412,395234,75
201501,395234,195
201502,395234,130
201503,395234,112
201504,395234,75
201505,395234,130
201506,395234,84
201507,395234,75
201508,395234,93
201509,395234,84
201510,395234,56
201511,395234,65
201512,395234,38
201601,395234,18
201602,395234,18
201603,395234,19
201604,395234,18
201605,395234,18
201606,395234,9
201607,395234,37
201610,395234,9
201611,395234,9
201706,395234,9
201707,395234,56
201708,395234,102
201709,395234,83
201710,395234,102
201505,401052,6
201506,401052,36
201507,401052,73
201508,401052,110
201509,401052,159
201510,401052,183
201511,401052,134
201512,401052,165
201601,401052,110
201602,401052,110
201603,401052,159
201604,401052,311
201605,401052,158
201606,401052,153
201607,401052,146
201608,401052,146
201609,401052,183
201610,401052,146
201611,401052,158
201612,401052,165
201701,401052,189
201702,401052,92
201703,401052,237
201704,401052,122
201705,401052,158
201706,401052,103
201707,401052,159
201708,401052,128
201709,401052,201
201710,401052,134
201201,409854,120
201202,409854,52
201203,409854,138
201204,409854,155
201205,409854,190
201206,409854,198
201207,409854,207
201208,409854,259
201209,409854,216
201210,409854,232
201211,409854,216
201212,409854,190
201301,409854,180
201302,409854,189
201303,409854,190
201304,409854,181
201305,409854,284
201306,409854,240
201307,409854,276
201308,409854,387
201309,409854,413
201310,409854,404
201311,409854,448
201312,409854,283
201401,409854,569
201402,409854,301
201403,409854,431
201404,409854,439
201405,409854,568
201406,409854,414
201407,409854,595
201408,409854,525
201409,409854,715
201410,409854,698
201411,409854,750
201412,409854,688
201501,409854,1180
201502,409854,1333
201503,409854,715
201504,409854,861
201505,409854,886
201506,409854,799
201507,409854,1059
201508,409854,1136
201509,409854,1126
201510,409854,1159
201511,409854,1454
201512,409854,1230
201601,409854,1514
201602,409854,1041
201603,409854,1436
201604,409854,1325
201605,409854,1212
201606,409854,1084
201607,409854,1350
201608,409854,1427
201609,409854,1850
201610,409854,1626
201611,409854,2108
201612,409854,3656
201701,409854,1557
201702,409854,1153
201703,409854,1582
201704,409854,1334
201705,409854,1833
201706,409854,1437
201707,409854,1772
201708,409854,1797
201709,409854,1807
201710,409854,1675
201605,412240,47
201606,412240,94
201607,412240,172
201608,412240,182
201609,412240,291
201610,412240,172
201611,412240,218
201612,412240,364
201701,412240,286
201702,412240,177
201703,412240,141
201704,412240,239
201705,412240,167
201706,412240,114
201707,412240,115
201708,412240,93
201709,412240,88
201710,412240,68
201502,416749,57
201503,416749,187
201504,416749,144
201505,416749,150
201506,416749,129
201507,416749,108
201508,416749,122
201509,416749,209
201510,416749,193
201511,416749,172
201512,416749,94
201601,416749,173
201602,416749,136
201603,416749,259
201604,416749,367
201605,416749,244
201606,416749,210
201607,416749,223
201608,416749,230
201609,416749,173
201610,416749,302
201611,416749,288
201612,416749,295
201701,416749,252
201702,416749,143
201703,416749,230
201704,416749,180
201705,416749,288
201706,416749,375
201707,416749,454
201708,416749,366
201709,416749,310
201710,416749,201
201707,417803,20
201708,417803,41
201709,417803,62
201710,417803,116
201201,425432,1994
201202,425432,1274
201203,425432,1283
201204,425432,1038
201205,425432,1556
201206,425432,1001
201207,425432,1165
201208,425432,700
201209,425432,847
201210,425432,1457
201211,425432,1121
201212,425432,1101
201301,425432,2712
201302,425432,1437
201303,425432,1704
201304,425432,1447
201305,425432,2137
201306,425432,1356
201307,425432,1692
201308,425432,1838
201309,425432,2147
201310,425432,1702
201311,425432,1846
201312,425432,1510
201401,425432,3212
201402,425432,1493
201403,425432,1783
201404,425432,1857
201405,425432,1931
201406,425432,1474
201407,425432,1775
201408,425432,1465
201409,425432,2466
201410,425432,2174
201411,425432,1857
201412,425432,2020
201501,425432,3484
201502,425432,1893
201503,425432,1729
201504,425432,1765
201505,425432,1930
201506,425432,1437
201507,425432,1784
201508,425432,2302
201509,425432,2111
201510,425432,1974
201511,425432,2247
201512,425432,1902
201601,425432,2721
201602,425432,1692
201603,425432,2303
201604,425432,1774
201605,425432,1893
201606,425432,1438
201607,425432,1755
201608,425432,2293
201609,425432,2458
201610,425432,2102
201611,425432,2503
201612,425432,2694
201701,425432,1029
201702,425432,910
201703,425432,1574
201704,425432,1256
201705,425432,1356
201706,425432,1357
201707,425432,2439
201708,425432,1664
201709,425432,1539
201710,425432,1848
201311,436105,12
201312,436105,82
201401,436105,284
201402,436105,154
201403,436105,207
201404,436105,273
201405,436105,302
201406,436105,266
201407,436105,272
201408,436105,331
201409,436105,502
201410,436105,413
201411,436105,396
201412,436105,396
201501,436105,719
201502,436105,650
201503,436105,372
201504,436105,314
201505,436105,407
201506,436105,420
201507,436105,496
201508,436105,560
201509,436105,549
201510,436105,414
201511,436105,348
201512,436105,266
201601,436105,602
201602,436105,371
201603,436105,307
201604,436105,454
201605,436105,401
201606,436105,413
201607,436105,389
201608,436105,478
201609,436105,489
201610,436105,478
201611,436105,437
201612,436105,572
201701,436105,466
201702,436105,259
201703,436105,284
201704,436105,278
201705,436105,302
201706,436105,236
201707,436105,302
201708,436105,313
201709,436105,455
201710,436105,431
201703,437063,39
201704,437063,68
201705,437063,96
201706,437063,77
201707,437063,144
201708,437063,152
201709,437063,257
201710,437063,95
201506,437598,23
201507,437598,56
201508,437598,61
201509,437598,77
201510,437598,78
201511,437598,67
201512,437598,72
201601,437598,144
201602,437598,50
201603,437598,61
201604,437598,122
201605,437598,222
201606,437598,200
201607,437598,342
201608,437598,359
201609,437598,491
201610,437598,518
201611,437598,457
201612,437598,683
201701,437598,386
201702,437598,210
201703,437598,286
201704,437598,331
201705,437598,227
201706,437598,184
201707,437598,145
201708,437598,160
201709,437598,139
201710,437598,66
201201,453752,96
201202,453752,10
201203,453752,38
201204,453752,10
201205,453752,10
201207,453752,29
201208,453752,29
201209,453752,29
201210,453752,38
201211,453752,57
201212,453752,58
201301,453752,76
201302,453752,38
201303,453752,67
201304,453752,77
201305,453752,105
201306,453752,115
201307,453752,124
201308,453752,134
201309,453752,143
201310,453752,144
201311,453752,163
201312,453752,106
201401,453752,354
201402,453752,201
201403,453752,219
201404,453752,230
201405,453752,287
201406,453752,125
201407,453752,154
201408,453752,172
201409,453752,324
201410,453752,191
201411,453752,229
201412,453752,240
201501,453752,363
201502,453752,240
201503,453752,267
201504,453752,287
201505,453752,383
201506,453752,382
201507,453752,429
201508,453752,295
201509,453752,400
201510,453752,401
201511,453752,354
201512,453752,306
201601,453752,344
201602,453752,305
201603,453752,363
201604,453752,638
201605,453752,438
201606,453752,315
201607,453752,220
201608,453752,229
201609,453752,210
201610,453752,210
201611,453752,296
201612,453752,336
201701,453752,372
201702,453752,391
201703,453752,495
201704,453752,429
201705,453752,372
201706,453752,562
201707,453752,467
201708,453752,314
201709,453752,381
201710,453752,190
201201,468392,969
201202,468392,443
201203,468392,354
201204,468392,247
201205,468392,403
201206,468392,247
201207,468392,325
201208,468392,342
201209,468392,263
201210,468392,167
201211,468392,246
201212,468392,269
201301,468392,627
201302,468392,264
201303,468392,203
201304,468392,258
201305,468392,409
201306,468392,280
201307,468392,247
201308,468392,213
201309,468392,190
201310,468392,213
201311,468392,129
201312,468392,129
201401,468392,393
201402,468392,274
201403,468392,208
201404,468392,229
201405,468392,258
201406,468392,230
201407,468392,280
201408,468392,179
201409,468392,208
201410,468392,225
201411,468392,234
201412,468392,296
201501,468392,661
201502,468392,381
201503,468392,253
201504,468392,202
201505,468392,224
201506,468392,162
201507,468392,269
201508,468392,180
201509,468392,246
201510,468392,191
201511,468392,235
201512,468392,202
201601,468392,404
201602,468392,179
201603,468392,179
201604,468392,168
201605,468392,202
201606,468392,184
201607,468392,252
201608,468392,285
201609,468392,319
201610,468392,286
201611,468392,437
201612,468392,387
201701,468392,286
201702,468392,168
201703,468392,235
201704,468392,235
201705,468392,192
201706,468392,134
201707,468392,145
201708,468392,173
201709,468392,242
201710,468392,146
201201,472603,319
201202,472603,160
201203,472603,176
201204,472603,101
201205,472603,59
201206,472603,143
201207,472603,176
201208,472603,210
201209,472603,185
201210,472603,167
201211,472603,109
201212,472603,159
201301,472603,277
201302,472603,184
201303,472603,42
201304,472603,134
201305,472603,194
201306,472603,117
201307,472603,185
201308,472603,176
201309,472603,92
201310,472603,101
201311,472603,177
201312,472603,110
201401,472603,160
201402,472603,118
201403,472603,76
201404,472603,117
201405,472603,209
201406,472603,125
201407,472603,134
201408,472603,117
201409,472603,99
201410,472603,110
201411,472603,109
201412,472603,185
201501,472603,327
201502,472603,210
201503,472603,226
201504,472603,344
201505,472603,353
201506,472603,168
201507,472603,209
201508,472603,218
201509,472603,327
201510,472603,294
201511,472603,285
201512,472603,336
201601,472603,210
201602,472603,108
201603,472603,193
201604,472603,353
201605,472603,152
201606,472603,134
201607,472603,160
201608,472603,277
201609,472603,269
201610,472603,269
201611,472603,252
201612,472603,362
201701,472603,151
201702,472603,185
201703,472603,184
201704,472603,126
201705,472603,117
201706,472603,84
201707,472603,84
201708,472603,118
201709,472603,143
201710,472603,84
201611,475895,87
201612,475895,189
201701,475895,65
201702,475895,64
201703,475895,86
201704,475895,75
201705,475895,113
201706,475895,102
201707,475895,76
201708,475895,129
201709,475895,75
201710,475895,97
201606,481950,37
201607,481950,76
201608,481950,91
201609,481950,64
201610,481950,81
201611,481950,91
201612,481950,81
201701,481950,108
201702,481950,81
201703,481950,161
201704,481950,140
201705,481950,81
201706,481950,97
201707,481950,134
201708,481950,86
201709,481950,150
201710,481950,151
201201,482497,182
201202,482497,125
201203,482497,143
201204,482497,80
201205,482497,137
201206,482497,91
201207,482497,194
201208,482497,177
201209,482497,200
201210,482497,200
201211,482497,148
201212,482497,103
201301,482497,245
201302,482497,97
201303,482497,103
201304,482497,120
201305,482497,194
201306,482497,182
201307,482497,205
201308,482497,233
201309,482497,228
201310,482497,222
201311,482497,222
201312,482497,148
201401,482497,239
201402,482497,182
201403,482497,103
201404,482497,211
201405,482497,194
201406,482497,165
201407,482497,165
201408,482497,160
201409,482497,137
201410,482497,148
201411,482497,142
201412,482497,137
201501,482497,274
201502,482497,142
201503,482497,240
201504,482497,200
201505,482497,182
201506,482497,166
201507,482497,148
201508,482497,211
201509,482497,160
201510,482497,154
201511,482497,188
201512,482497,211
201601,482497,200
201602,482497,137
201603,482497,205
201604,482497,296
201605,482497,165
201606,482497,154
201607,482497,160
201608,482497,257
201609,482497,239
201610,482497,250
201611,482497,142
201612,482497,205
201701,482497,405
201702,482497,154
201703,482497,245
201704,482497,165
201705,482497,217
201706,482497,217
201707,482497,257
201708,482497,308
201709,482497,336
201710,482497,177
201511,492952,40
201512,492952,174
201601,492952,340
201602,492952,246
201603,492952,174
201604,492952,197
201605,492952,331
201606,492952,261
201607,492952,206
201608,492952,270
201609,492952,434
201610,492952,340
201611,492952,356
201612,492952,585
201701,492952,339
201702,492952,221
201703,492952,119
201704,492952,254
201705,492952,167
201706,492952,166
201707,492952,174
201708,492952,158
201709,492952,261
201710,492952,150
201405,496459,29
201406,496459,240
201407,496459,413
201408,496459,356
201409,496459,566
201410,496459,500
201411,496459,499
201412,496459,692
201501,496459,1124
201502,496459,1017
201503,496459,653
201504,496459,710
201505,496459,557
201506,496459,404
201507,496459,595
201508,496459,672
201509,496459,691
201510,496459,682
201511,496459,855
201512,496459,1055
201601,496459,1277
201602,496459,845
201603,496459,614
201604,496459,250
201605,496459,547
201606,496459,441
201607,496459,595
201608,496459,596
201609,496459,470
201610,496459,566
201611,496459,586
201612,496459,950
201701,496459,566
201702,496459,288
201703,496459,356
201704,496459,345
201705,496459,384
201706,496459,269
201707,496459,355
201708,496459,327
201709,496459,480
201710,496459,384
201611,501564,37
201612,501564,112
201701,501564,205
201702,501564,167
201703,501564,195
201704,501564,93
201705,501564,158
201706,501564,242
201707,501564,112
201708,501564,56
201709,501564,252
201710,501564,149
201512,510309,41
201601,510309,124
201602,510309,84
201603,510309,119
201604,510309,234
201605,510309,130
201606,510309,145
201607,510309,88
201608,510309,193
201609,510309,109
201610,510309,136
201611,510309,104
201612,510309,130
201701,510309,213
201702,510309,99
201703,510309,176
201704,510309,218
201705,510309,140
201706,510309,198
201707,510309,161
201708,510309,161
201709,510309,171
201710,510309,94
201508,516750,21
201509,516750,11
201510,516750,127
201511,516750,101
201512,516750,254
201601,516750,424
201602,516750,509
201603,516750,450
201604,516750,95
201605,516750,122
201606,516750,117
201607,516750,196
201608,516750,132
201609,516750,154
201610,516750,148
201611,516750,138
201612,516750,244
201701,516750,74
201702,516750,59
201703,516750,85
201704,516750,59
201705,516750,27
201706,516750,26
201707,516750,47
201708,516750,38
201709,516750,32
201710,516750,53
201603,526401,11
201604,526401,199
201605,526401,215
201606,526401,253
201607,526401,347
201608,526401,331
201609,526401,535
201610,526401,396
201611,526401,414
201612,526401,677
201701,526401,259
201702,526401,199
201703,526401,161
201704,526401,127
201705,526401,127
201706,526401,166
201707,526401,177
201708,526401,275
201709,526401,402
201710,526401,385
201612,527765,195
201701,527765,12
201702,527765,35
201703,527765,59
201704,527765,48
201705,527765,30
201706,527765,65
201707,527765,41
201708,527765,65
201709,527765,36
201710,527765,65
201201,527809,199
201202,527809,78
201203,527809,149
201204,527809,116
201205,527809,132
201206,527809,88
201207,527809,127
201208,527809,121
201209,527809,154
201210,527809,132
201211,527809,51
201212,527809,111
201301,527809,105
201302,527809,45
201303,527809,67
201304,527809,110
201305,527809,110
201306,527809,72
201307,527809,105
201308,527809,84
201309,527809,62
201310,527809,67
201311,527809,106
201312,527809,100
201401,527809,172
201402,527809,44
201403,527809,55
201404,527809,72
201405,527809,116
201406,527809,67
201407,527809,73
201408,527809,95
201409,527809,112
201410,527809,145
201411,527809,78
201412,527809,117
201501,527809,200
201502,527809,84
201503,527809,73
201504,527809,73
201505,527809,94
201506,527809,105
201507,527809,105
201508,527809,127
201509,527809,155
201510,527809,144
201511,527809,73
201512,527809,122
201601,527809,200
201602,527809,72
201603,527809,99
201604,527809,160
201605,527809,110
201606,527809,78
201607,527809,56
201608,527809,29
201609,527809,155
201610,527809,171
201611,527809,165
201612,527809,216
201701,527809,316
201702,527809,118
201703,527809,227
201704,527809,217
201705,527809,238
201706,527809,206
201707,527809,227
201708,527809,276
201709,527809,305
201710,527809,154
201603,540712,9
201604,540712,130
201605,540712,74
201606,540712,83
201607,540712,102
201608,540712,56
201609,540712,167
201610,540712,113
201611,540712,531
201612,540712,177
201701,540712,335
201702,540712,325
201703,540712,447
201704,540712,455
201705,540712,335
201706,540712,280
201707,540712,242
201708,540712,270
201709,540712,390
201710,540712,335
201201,559132,428
201202,559132,276
201203,559132,228
201204,559132,186
201205,559132,311
201206,559132,297
201207,559132,255
201208,559132,325
201209,559132,166
201210,559132,83
201211,559132,111
201212,559132,145
201301,559132,303
201302,559132,70
201303,559132,97
201304,559132,152
201305,559132,256
201306,559132,201
201307,559132,229
201308,559132,159
201309,559132,318
201310,559132,200
201311,559132,172
201312,559132,221
201401,559132,311
201402,559132,152
201403,559132,187
201404,559132,166
201405,559132,160
201406,559132,125
201407,559132,139
201408,559132,77
201409,559132,167
201410,559132,152
201411,559132,118
201412,559132,173
201501,559132,380
201502,559132,235
201503,559132,229
201504,559132,180
201505,559132,146
201506,559132,166
201507,559132,138
201508,559132,111
201509,559132,243
201510,559132,208
201511,559132,146
201512,559132,124
201601,559132,159
201602,559132,110
201603,559132,194
201604,559132,331
201605,559132,159
201606,559132,124
201607,559132,76
201608,559132,138
201609,559132,118
201610,559132,83
201611,559132,138
201612,559132,180
201701,559132,201
201702,559132,110
201703,559132,173
201704,559132,83
201705,559132,152
201706,559132,186
201707,559132,159
201708,559132,104
201709,559132,221
201710,559132,104
201310,560265,27
201311,560265,48
201312,560265,129
201401,560265,177
201402,560265,170
201403,560265,82
201404,560265,102
201405,560265,197
201406,560265,300
201407,560265,198
201408,560265,197
201409,560265,224
201410,560265,157
201411,560265,143
201412,560265,232
201501,560265,272
201502,560265,177
201503,560265,272
201504,560265,225
201505,560265,183
201506,560265,265
201507,560265,305
201508,560265,387
201509,560265,464
201510,560265,381
201511,560265,504
201512,560265,585
201601,560265,701
201602,560265,510
201603,560265,368
201604,560265,150
201605,560265,184
201606,560265,204
201607,560265,251
201608,560265,136
201609,560265,272
201610,560265,218
201611,560265,313
201612,560265,354
201701,560265,347
201702,560265,306
201703,560265,245
201704,560265,102
201705,560265,129
201706,560265,171
201707,560265,68
201708,560265,54
201709,560265,88
201710,560265,75
201611,569154,37
201612,569154,479
201701,569154,404
201702,569154,184
201703,569154,524
201704,569154,387
201705,569154,332
201706,569154,359
201707,569154,441
201708,569154,276
201709,569154,386
201710,569154,359
201201,576298,301
201202,576298,436
201203,576298,412
201204,576298,499
201205,576298,625
201206,576298,491
201207,576298,767
201208,576298,640
201209,576298,657
201210,576298,633
201211,576298,616
201212,576298,703
201301,576298,1020
201302,576298,1098
201303,576298,688
201304,576298,640
201305,576298,641
201306,576298,411
201307,576298,435
201308,576298,633
201309,576298,720
201310,576298,664
201311,576298,530
201312,576298,348
201401,576298,1076
201402,576298,908
201403,576298,617
201404,576298,616
201405,576298,696
201406,576298,554
201407,576298,609
201408,576298,562
201409,576298,720
201410,576298,562
201411,576298,396
201412,576298,499
201501,576298,799
201502,576298,783
201503,576298,902
201504,576298,665
201505,576298,648
201506,576298,538
201507,576298,484
201508,576298,554
201509,576298,719
201510,576298,640
201511,576298,712
201512,576298,538
201601,576298,609
201602,576298,531
201603,576298,562
201604,576298,371
201605,576298,435
201606,576298,308
201607,576298,308
201608,576298,371
201609,576298,356
201610,576298,317
201611,576298,286
201612,576298,514
201701,576298,261
201702,576298,514
201703,576298,466
201704,576298,380
201705,576298,301
201706,576298,231
201707,576298,310
201708,576298,270
201709,576298,293
201710,576298,174
201201,580470,467
201202,580470,295
201203,580470,272
201204,580470,225
201205,580470,271
201206,580470,249
201207,580470,313
201208,580470,277
201209,580470,313
201210,580470,266
201211,580470,213
201212,580470,290
201301,580470,413
201302,580470,231
201303,580470,325
201304,580470,302
201305,580470,313
201306,580470,296
201307,580470,467
201308,580470,366
201309,580470,396
201310,580470,349
201311,580470,437
201312,580470,496
201401,580470,726
201402,580470,254
201403,580470,395
201404,580470,431
201405,580470,573
201406,580470,466
201407,580470,490
201408,580470,555
201409,580470,532
201410,580470,390
201411,580470,384
201412,580470,396
201501,580470,727
201502,580470,431
201503,580470,302
201504,580470,219
201505,580470,283
201506,580470,413
201507,580470,614
201508,580470,462
201509,580470,307
201510,580470,296
201511,580470,261
201512,580470,449
201601,580470,608
201602,580470,224
201603,580470,113
201604,580470,101
201605,580470,348
201606,580470,395
201607,580470,342
201608,580470,448
201609,580470,750
201610,580470,579
201611,580470,691
201612,580470,1032
201701,580470,519
201702,580470,331
201703,580470,426
201704,580470,330
201705,580470,366
201706,580470,425
201707,580470,425
201708,580470,360
201709,580470,384
201710,580470,408
201201,580634,506
201202,580634,322
201203,580634,395
201204,580634,322
201205,580634,570
201206,580634,396
201207,580634,433
201208,580634,469
201209,580634,313
201210,580634,203
201211,580634,184
201212,580634,257
201301,580634,487
201302,580634,295
201303,580634,174
201304,580634,239
201305,580634,276
201306,580634,294
201307,580634,239
201308,580634,340
201309,580634,295
201310,580634,322
201311,580634,193
201312,580634,258
201401,580634,295
201402,580634,138
201403,580634,138
201404,580634,147
201405,580634,358
201406,580634,119
201407,580634,165
201408,580634,257
201409,580634,284
201410,580634,202
201411,580634,212
201412,580634,156
201501,580634,432
201502,580634,267
201503,580634,221
201504,580634,120
201505,580634,285
201506,580634,110
201507,580634,156
201508,580634,92
201509,580634,101
201510,580634,128
201511,580634,184
201512,580634,156
201601,580634,147
201602,580634,37
201603,580634,18
201604,580634,9
201606,580634,46
201607,580634,111
201608,580634,120
201609,580634,212
201610,580634,257
201611,580634,322
201612,580634,312
201701,580634,110
201702,580634,174
201703,580634,286
201704,580634,230
201705,580634,276
201706,580634,285
201707,580634,211
201708,580634,275
201709,580634,294
201710,580634,248
201411,587678,117
201412,587678,262
201501,587678,592
201502,587678,457
201503,587678,253
201504,587678,378
201505,587678,283
201506,587678,310
201507,587678,456
201508,587678,244
201509,587678,311
201510,587678,301
201511,587678,398
201512,587678,427
201601,587678,863
201602,587678,496
201603,587678,437
201604,587678,408
201605,587678,446
201606,587678,370
201607,587678,417
201608,587678,475
201609,587678,339
201610,587678,447
201611,587678,388
201612,587678,593
201701,587678,388
201702,587678,359
201703,587678,359
201704,587678,300
201705,587678,291
201706,587678,379
201707,587678,340
201708,587678,388
201709,587678,359
201710,587678,155
201408,591790,23
201409,591790,171
201410,591790,71
201411,591790,164
201412,591790,266
201501,591790,468
201502,591790,366
201503,591790,211
201504,591790,273
201505,591790,266
201506,591790,219
201507,591790,226
201508,591790,172
201509,591790,280
201510,591790,265
201511,591790,195
201512,591790,429
201601,591790,148
201602,591790,125
201603,591790,273
201604,591790,343
201605,591790,172
201606,591790,211
201607,591790,188
201608,591790,343
201609,591790,375
201610,591790,210
201611,591790,297
201612,591790,288
201701,591790,164
201702,591790,289
201703,591790,367
201704,591790,242
201705,591790,180
201706,591790,109
201707,591790,226
201708,591790,250
201709,591790,359
201710,591790,195
201201,597927,1321
201202,597927,968
201203,597927,726
201204,597927,828
201205,597927,755
201206,597927,939
201207,597927,995
201208,597927,1024
201209,597927,995
201210,597927,995
201211,597927,680
201212,597927,1024
201301,597927,857
201302,597927,716
201303,597927,689
201304,597927,539
201305,597927,744
201306,597927,623
201307,597927,604
201308,597927,550
201309,597927,642
201310,597927,503
201311,597927,558
201312,597927,642
201401,597927,1144
201402,597927,605
201403,597927,782
201404,597927,679
201405,597927,632
201406,597927,651
201407,597927,810
201408,597927,606
201409,597927,651
201410,597927,846
201411,597927,604
201412,597927,660
201501,597927,1014
201502,597927,706
201503,597927,474
201504,597927,501
201505,597927,595
201506,597927,484
201507,597927,576
201508,597927,521
201509,597927,670
201510,597927,735
201511,597927,484
201512,597927,828
201601,597927,866
201602,597927,707
201603,597927,930
201604,597927,131
201605,597927,671
201606,597927,1033
201607,597927,363
